code,ffp,disabled,foster,mhs,dmc,epsdt
8T,65,False,False,False
8U,50,False,True,False
8V,50,False,True,False
8W,50,False,True,False
8X,65,False,True,False
8Y,0,False,True,False
9A,0,False,False,False
9H,65,False,True,False
9J,0,True,False,False
9K,0,True,False,False
9M,0,True,False,False
9N,0,True,False,False
9R,65,True,False,False
9U,0,True,False,False
C1,50,False,False,False
C2,50,False,False,False
C3,50,True,False,False
C4,50,True,False,False
C5,50,False,False,False
C6,50,False,False,False
C7,50,True,False,False
C8,50,True,False,False
C9,50,False,False,False
CV,0,False,False,False
D1,50,False,False,False
D2,50,False,False,False
D3,50,False,False,False
D4,50,True,False,False
D5,50,True,False,False
D6,50,True,False,False
D7,50,True,False,False
D8,50,False,False,False
D9,50,False,False,False
E1,65,False,False,False
E2,65,False,True,False
E4,65,False,False,False
E5,65,False,True,False
E6,65,False,True,False
E7,65,False,True,False
F1,50,False,False,False
G0,50,False,True,False,True,False,True
G1,50,False,False,False,True,False,False
G5,50,False,False,False,True,False,False
G7,50,False,False,False,True,False,False
H0,65,False,True,False
H1,65,False,True,False
H2,65,False,True,False
H3,65,False,True,False
H4,65,False,True,False
H5,65,False,True,False
H6,65,False,True,False
H7,50,False,True,False,True,True,True
H8,50,False,True,False,True,True,True
H9,65,False,True,False
J1,50,True,True,False,True,True,True
J2,50,True,True,False,True,True,True
J5,50,True,True,False,True,False,False
J7,50,True,True,False,True,False,False
K1,50,False,True,False,True,True,True
L1,100,False,True,False
L2,65,False,True,False
L3,65,False,False,False
L4,65,False,True,False
L5,65,False,False,False
M0,50,False,False,False
M1,100,False,True,False
M2,100,False,False,False
M3,50,False,True,False,True,True,True
M4,50,False,False,False
M5,65,False,True,False
M6,65,False,False,False
M7,50,False,True,False,True,True,True
M8,50,False,False,False
M9,50,False,False,False,True,True,False
N0,100,False,False,False
N5,100,False,False,False
N6,100,False,False,False
N7,100,False,False,False
N8,100,False,False,False
N9,100,False,False,False
P0,50,False,False,False,True,False,False
P1,50,False,True,False,True,True,True
P2,50,False,True,False,True,True,True
P3,50,False,True,False,True,True,True
P4,50,False,False,False,True,True,False
P5,50,False,True,False,True,True,True
P6,65,False,False,False
P7,50,False,True,False,True,True,True
P8,50,False,False,False,True,False,False
P9,50,False,True,False,True,True,True
T0,65,False,False,False
T1,65,False,True,False
T2,65,False,True,False
T3,65,False,True,False
T4,65,False,True,False
T5,65,False,True,False
T6,65,False,False,False
T7,65,False,False,False
T8,65,False,False,False
T9,65,False,False,False
